"id","name","category","price","description"
754,"Pork and beans","Music Instruments",7499,"Any element of a tuple can be accessed in constant time."
755,"Hog fry","Electronics",16709,"Make me a sandwich."
756,"Escargot","Office Supply",16814,"Type classes first appeared in the Haskell programming language."
757,"Vichyssoise","Video Games",8515,"Do you come here often?"
758,"Bread","Electronics",2493,"The arguments can be primitive data types or compound data types."
759,"Satay","Video Games",19317,"Do you have any idea why this is not working?"
760,"Doughnut","Office Supply",9940,"Do you come here often?"
761,"Potato skins","Video Games",2012,"Do you have any idea why this is not working?"
762,"Bellini","Fashion",18819,"Erlang is a general-purpose, concurrent, functional programming language."
763,"Sloppy joe","Books",17139,"Atoms are used within a program to denote distinguished values."
764,"Reuben sandwich","Sports & Outdoor",4932,"He looked inquisitively at his keyboard and wrote another sentence."
765,"Pork and beans","Books",12864,"Its main implementation is the Glasgow Haskell Compiler."
766,"Garden salad","Office Supply",10936,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
767,"Margherita Pizza","Electronics",6478,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
768,"Bangers and mash","Sports & Outdoor",6159,"Any element of a tuple can be accessed in constant time."
769,"Chicago Deep Dish Pizza","Home & Garden",1957,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
770,"Spring Rolls","Electronics",16450,"Tuples are containers for a fixed number of Erlang data types."
771,"Charleston red rice","Home & Garden",19186,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
772,"Sichuan Hot Pot","Books",4687,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
773,"Pizza strips","Health & Hygine",12137,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
774,"Maraca pie","Home & Garden",12196,"In 1989 the building was heavily damaged by fire, but it has since been restored."
775,"Steak Tartare","Music Instruments",3703,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
776,"Porterhouse Steak","Video Games",6928,"Where are my pants?"
777,"Margherita Pizza","Books",4329,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
778,"Corn dog","Fashion",13816,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
779,"Ice cream cake","Electronics",5939,"In 1989 the building was heavily damaged by fire, but it has since been restored."
780,"Boulliabaise","Fashion",8576,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
781,"Funnel Cake","Books",9900,"Do you come here often?"
782,"Stuffed ham","Home & Garden",17069,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
783,"Chimichanga","Video Games",16340,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
784,"Cowboy beans","Beauty & Personal",7291,"Do you come here often?"
785,"White chocolate cookie","Video Games",18488,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
786,"Calf's liver and bacon","Office Supply",12242,"Erlang is a general-purpose, concurrent, functional programming language."
787,"Roasted Bone Marrow","Video Games",17004,"Do you come here often?"
788,"Crab Rangoon","Sports & Outdoor",19583,"Do you come here often?"
789,"Pepperoni","Books",13408,"Make me a sandwich."
790,"Osso Buco","Health & Hygine",8366,"Where are my pants?"
791,"Reuben","Sports & Outdoor",6395,"It is also a garbage-collected runtime system."
792,"Spring Rolls","Sports & Outdoor",18707,"Tuples are containers for a fixed number of Erlang data types."
793,"Cordon bleu","Beauty & Personal",14558,"Any element of a tuple can be accessed in constant time."
794,"Root Beer Float","Beauty & Personal",8855,"Type classes first appeared in the Haskell programming language."
795,"Chicken Alfredo","Music Instruments",14398,"Do you have any idea why this is not working?"
796,"Eggs Neptune","Home & Garden",16277,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
797,"Home fries","Books",7591,"Tuples are containers for a fixed number of Erlang data types."
798,"Doughnut","Fashion",7227,"Its main implementation is the Glasgow Haskell Compiler."
799,"Low Country Boil","Sports & Outdoor",4162,"The arguments can be primitive data types or compound data types."
800,"Potato wedges","Books",7062,"Erlang is known for its designs that are well suited for systems."
801,"Chocolate Brownie","Health & Hygine",6526,"Type classes first appeared in the Haskell programming language."
802,"Jerky","Electronics",16392,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
803,"Pancakes","Video Games",2725,"The arguments can be primitive data types or compound data types."
804,"Hawaiian Pizza","Books",8229,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
805,"Rolled oyster","Video Games",13173,"Ports are used to communicate with the external world."
806,"Domesticated turkey","Health & Hygine",19777,"Erlang is known for its designs that are well suited for systems."
807,"Greek salad","Health & Hygine",2650,"Any element of a tuple can be accessed in constant time."
808,"Succotash","Fashion",3019,"Do you come here often?"
809,"Chili dog","Beauty & Personal",2458,"The arguments can be primitive data types or compound data types."
810,"Falafel","Health & Hygine",16789,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
811,"Jerky","Health & Hygine",16471,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
812,"Falafel","Electronics",14054,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
813,"Escargot","Beauty & Personal",15179,"Ports are used to communicate with the external world."
814,"Pastrami on Rye","Home & Garden",18481,"The arguments can be primitive data types or compound data types."
815,"Cheese balls","Music Instruments",10152,"Its main implementation is the Glasgow Haskell Compiler."
816,"Potatoes O'Brien","Video Games",15667,"Atoms are used within a program to denote distinguished values."
817,"Soul food","Fashion",16097,"Its main implementation is the Glasgow Haskell Compiler."
818,"Milk Steak","Beauty & Personal",12359,"I don't even care."
819,"Potato skins","Books",18128,"Haskell features a type system with type inference and lazy evaluation."
820,"Reuben","Fashion",19197,"Make me a sandwich."
821,"Sloppy joe","Health & Hygine",19264,"Do you come here often?"
822,"Low Country Boil","Office Supply",10741,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
823,"Cheese balls","Office Supply",3108,"Atoms are used within a program to denote distinguished values."
824,"Mashed potato","Fashion",5224,"Do you come here often?"
825,"Haggis","Beauty & Personal",8333,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
826,"Corn flakes","Electronics",9655,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
827,"Salmon pasta bake","Books",12287,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
828,"Hangtown fry","Fashion",8686,"Tuples are containers for a fixed number of Erlang data types."
829,"Shawarma","Fashion",1406,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
830,"Brunswick stew","Health & Hygine",12688,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
831,"French Dip","Fashion",17608,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
832,"Osso Buco","Books",12215,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
833,"Blue-plate special","Home & Garden",5405,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
834,"Chicken fried bacon","Music Instruments",13539,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
835,"Squab","Music Instruments",13805,"Do you come here often?"
836,"Bulgogi","Music Instruments",7365,"He looked inquisitively at his keyboard and wrote another sentence."
837,"Bruschetta","Office Supply",10301,"In 1989 the building was heavily damaged by fire, but it has since been restored."
