"id","name","category","price","description"
792,"Baba Ghanoush","Health & Hygine",11365,"In 1989 the building was heavily damaged by fire, but it has since been restored."
793,"Cowboy beans","Electronics",11695,"Do you have any idea why this is not working?"
794,"Senate bean soup","Health & Hygine",12598,"Its main implementation is the Glasgow Haskell Compiler."
795,"Bacon Cheeseburger","Video Games",11487,"Atoms are used within a program to denote distinguished values."
796,"Clam cake","Fashion",17052,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
797,"Chicago Deep Dish Pizza","Health & Hygine",7616,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
798,"Chicken Salad Wrap","Books",14945,"Do you come here often?"
799,"BBQ Chicken Pizza","Office Supply",1550,"Do you have any idea why this is not working?"
800,"Breaded shrimp","Music Instruments",8535,"Do you come here often?"
801,"Quesadilla","Music Instruments",16405,"Atoms are used within a program to denote distinguished values."
802,"Potato salad","Books",4792,"Atoms are used within a program to denote distinguished values."
803,"Gyros","Books",13323,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
804,"Chicken fried bacon","Health & Hygine",9463,"Erlang is a general-purpose, concurrent, functional programming language."
805,"Bagels and Lox","Home & Garden",3796,"Do you have any idea why this is not working?"
806,"Abalone","Books",10541,"Do you have any idea why this is not working?"
807,"Beef Manhattan","Sports & Outdoor",7939,"In 1989 the building was heavily damaged by fire, but it has since been restored."
808,"Creamed eggs on toast","Home & Garden",8624,"Do you have any idea why this is not working?"
809,"Buffalo burger","Office Supply",2101,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
810,"Choco pie","Books",9084,"Type classes first appeared in the Haskell programming language."
811,"Chicken fingers","Video Games",19411,"He looked inquisitively at his keyboard and wrote another sentence."
812,"Hummus","Health & Hygine",6000,"Do you have any idea why this is not working?"
813,"Hog fry","Electronics",14015,"Do you come here often?"
814,"Caviar","Video Games",1711,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
815,"Poutine","Books",16229,"She spent her earliest years reading classic literature, and writing poetry."
816,"Ribs","Fashion",1217,"Any element of a tuple can be accessed in constant time."
817,"Chicken fried steak","Home & Garden",2691,"Tuples are containers for a fixed number of Erlang data types."
818,"Scrapple","Music Instruments",18162,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
819,"Beignets","Fashion",14642,"Tuples are containers for a fixed number of Erlang data types."
820,"Hawaiian haystack","Health & Hygine",11573,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
821,"Greek salad","Sports & Outdoor",4287,"Make me a sandwich."
822,"Shawarma","Fashion",19157,"Its main implementation is the Glasgow Haskell Compiler."
823,"Ice cream cake","Sports & Outdoor",4012,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
824,"Alice Springs Chicken","Sports & Outdoor",2619,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
825,"Pastrami","Video Games",15815,"In 1989 the building was heavily damaged by fire, but it has since been restored."
826,"Maple bacon donut","Fashion",16042,"Tuples are containers for a fixed number of Erlang data types."
827,"Cheese balls","Books",6446,"Ports are used to communicate with the external world."
828,"Cheese balls","Beauty & Personal",15586,"Where are my pants?"
829,"Surf and turf","Beauty & Personal",8822,"Its main implementation is the Glasgow Haskell Compiler."
830,"Jell-O","Office Supply",3649,"Ports are created with the built-in function open_port."
831,"Lorna Doone","Beauty & Personal",19948,"He looked inquisitively at his keyboard and wrote another sentence."
832,"Pulled pork","Home & Garden",15320,"Do you come here often?"
833,"Reuben","Music Instruments",2849,"The arguments can be primitive data types or compound data types."
834,"Kimchi","Sports & Outdoor",9508,"Its main implementation is the Glasgow Haskell Compiler."
835,"Chili con carne","Office Supply",12272,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
836,"Seafood cocktail","Beauty & Personal",1824,"She spent her earliest years reading classic literature, and writing poetry."
837,"Grits","Health & Hygine",4681,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
838,"Bi Bim Bap","Electronics",15544,"The arguments can be primitive data types or compound data types."
839,"Poke","Music Instruments",2587,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
840,"Roasted Chickpeas","Electronics",6762,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
841,"Turkish Delight","Music Instruments",11431,"Atoms are used within a program to denote distinguished values."
842,"Wasabi Peas","Home & Garden",3652,"Haskell features a type system with type inference and lazy evaluation."
843,"Queso Fresco","Beauty & Personal",17568,"Atoms are used within a program to denote distinguished values."
844,"Buffalo Wings","Beauty & Personal",860,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
845,"Reuben sandwich","Video Games",18275,"Atoms are used within a program to denote distinguished values."
846,"Toaster Strudel","Home & Garden",5164,"Do you come here often?"
847,"Mozzarella Sticks","Fashion",16066,"It is also a garbage-collected runtime system."
848,"Stuffed zucchini","Fashion",829,"Ports are created with the built-in function open_port."
849,"Meatcake","Office Supply",16961,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
850,"Vegemite on Toast","Beauty & Personal",16381,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
851,"Chicken fried steak","Beauty & Personal",3573,"Type classes first appeared in the Haskell programming language."
852,"Jalapeno Poppers","Beauty & Personal",4415,"Tuples are containers for a fixed number of Erlang data types."
853,"Queso Fresco","Sports & Outdoor",19233,"Make me a sandwich."
854,"Bird's Nest Soup","Health & Hygine",14275,"Where are my pants?"
855,"Frybread","Music Instruments",3648,"Where are my pants?"
856,"Muffuletta","Video Games",17722,"It is also a garbage-collected runtime system."
857,"Doughnut","Sports & Outdoor",11452,"Type classes first appeared in the Haskell programming language."
858,"Turducken","Home & Garden",6832,"Any element of a tuple can be accessed in constant time."
859,"Mashed potato","Health & Hygine",14500,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
860,"Jalapeno Poppers","Video Games",11241,"Type classes first appeared in the Haskell programming language."
861,"Grilled Snake","Music Instruments",16799,"Erlang is known for its designs that are well suited for systems."
862,"Chicken French","Health & Hygine",13376,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
863,"Deviled egg","Home & Garden",16848,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
864,"Burnt ends","Health & Hygine",13128,"In 1989 the building was heavily damaged by fire, but it has since been restored."
865,"Schnitzel","Home & Garden",17613,"I don't even care."
866,"White chocolate cookie","Health & Hygine",18890,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
867,"Surf and turf","Video Games",9731,"Its main implementation is the Glasgow Haskell Compiler."
868,"Cheese stuffed crust pizza","Video Games",13532,"The arguments can be primitive data types or compound data types."
869,"Mission burrito","Music Instruments",10514,"Tuples are containers for a fixed number of Erlang data types."
870,"Bear claw","Home & Garden",19427,"I don't even care."
871,"Buffalo wing","Books",12568,"Type classes first appeared in the Haskell programming language."
872,"Alice Springs Chicken","Music Instruments",4970,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
873,"Churrasco","Home & Garden",14043,"Erlang is known for its designs that are well suited for systems."
874,"Poutine","Beauty & Personal",736,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
